,title,num_comments,link,text,comments,toxicity,fem,masc,eng_title,eng_comments
314,Назначен новый посол Узбекистана в Австрии,0,https://uznews.uz/posts/12299,"В соответствии с решением Сената Олий Мажлиса от 29 июля, Файзуллаев Абат Азатович назначен Чрезвычайным и Полномочным послом Узбекистана в Австрии, сообщает УзА. До назначения Абат Файзуллаев занимал должность помощника министра – начальника Организационно-контрольного управления МИД. Напомним, Шерзод Асадов, ранее занимавший должность посла Узбекистана в Австрии, 19 марта был назначен заместителем министра иностранных дел.",[],"[0.0, 0.0]",0,1,Appointed new Ambassador of Uzbekistan to Austria,[]
315,Бехзод Мусаев назначен врио министра здравоохранения,6,https://uznews.uz/posts/12305,"Согласно постановлению правительства (№457 от 30.07.2020 г.), на заместителя премьер-министра по вопросам социального развития Бехзода Анваровича Мусаева одновременно возложено временное исполнение обязанностей министра здравоохранения, сообщает УзА. Ранее мы писали о госпитализации министра здравоохранения Алишера Шадманова. На данный момент он находится на лечении в Республиканском специализированном научно-практическом медицинском центре кардиологии. ","['Вот наверно единственный человек в нашей политике, который не вызывает негатива. Умеет всё доступно и лаконично объяснить. Как ушёл из ГНК, там начался бардак опять. ', 'Согайиб кетсила иншааллах, бу одам куп югурди, куп куйди, бефарк одам эмас у. Франция, Испания, АКШ, Великобритания, Италия-хаммайекда кийинчиликла булди. Тузалиб кетин иншааллах?', 'Зам.Премьер на всем вопросам.']","[0.6725994, 0.3274006]",0,2,Behzod Musaev appointed Vrio Minister of Health,"'Here's probably the only person in our politics who doesn't cause negativity. 'Cause he can explain everything in a simple and concise way. 'As he left the GNC, the mess started again.' 'Sogayib ketsila Inshaalah, boo will buy a suburdi, buy a cuddy, befark odam emas o. France, Spain, AKS, Britain, Italy-Hammeyekda kiinchilik buldi. Tozalib ketine inshaallah?', 'Zam.Premier on all questions.'"
316,Назначен директор Агентства государственных услуг,2,https://uznews.uz/posts/12328,"Согласно указу президента, Мухаммадиев Улугбек Исламович назначен директором Агентства государственных услуг при Министерстве юстиции. Улугбек Мухаммадиев родился в 1977 году в Ташкенте. В 1999 году окончил Ташкентский государственный университет, в 2003 году – Национальный университет Узбекистана. До назначения он занимал должность первого заместителя советника президента по вопросам защиты прав граждан, контроля и координации работы с обращениями. ",[],"[0.0, 0.0]",0,1,"Appointed Director, Public Services Agency",[]
317,В АИМК назначен новый директор,2,https://uznews.uz/posts/12341,"Шавкат Мирзиёев подписал указ о назначении Асаджона Ходжаева директором Агентства информации и массовых коммуникаций. В 2018-2020 гг. данную должность занимал Комил Алламжанов. Позже первый заместитель директора Дилшод Саиджанов исполнял обязанности и.о. директора. Асаджон Ходжаев, 1970 г.р., окончил Ташкентский электротехнический институт связи (1993). До настоящего времени занимал руководящие должности в различных ведомствах: — 2003-2004 г. – ведущий консультант аппарата Совета национальной безопасности при президенте, заместитель руководителя проекта по развитию информационно-коммуникационных технологий и информационной безопасности. — 2004-2011 г. – заместитель генерального директора Агентства связи и информатизации; — 2011-2012 г. – генеральный директор Агентства интеллектуальной собственности; — 2012-2017 г. – директор Национальной библиотеки имени Алишера Навои; — с марта по декабрь 2017 года – заместитель государственного советника — руководителя пресс-службы президента Узбекистана; — 2017-2018 г. – первый заместитель руководителя Научно-просветительского мемориального комплекса имени первого президента Ислама Каримова. — с августа 2018 года по ноябрь 2019 года – директор Центра информационной безопасности и содействия в обеспечении общественного порядка при Министерстве по развитию информационных технологий и коммуникаций; — с ноября 2019 года – начальник Государственной инспекции по контролю в сфере информатизации и телекоммуникаций. ",['Это ручной пёс  и ставленник Абдуллы Архипова - бездарность и карьерист.'],"[0.0100745, 0.9899255]",0,1,AMC has a new director,"""It's a hand dog and a valet of Abdullah Archipov"
318,Назначен новый председатель Общенационального движения «Юксалиш»,2,https://uznews.uz/posts/12441,"27 июля собрание учредителей Общенационального движения «Юксалиш» во главе с председателем Сената Олий Мажлиса Танзилой Нарбаевой избрало Бобура Бекмурадова новым председателем Движения. Бобур Бекмурадов является депутатом Законодательной палаты Олий Мажлиса, членом Комитета по демократическим институтам, негосударственным организациям и органам самоуправления граждан нижней палаты парламенты. Напомним, бывший глава двжения «Юксалиш» Акмал Бурханов возглавил вновь созданное Агентство по противодействию коррупции.",['Кто он?зачем и для кого?что за партия?на хрен эта новость?бесполезная!'],"[0.14864598, 0.851354]",0,1,Appointed the new President of the National Movement of Yukilisch,Who is he? Why and for whom? What party? What the fuck is this news? useless!
319,Назначен новый руководитель Агентства по внешней трудовой миграции,0,https://uznews.uz/posts/12600,"Согласно приказу министра занятости и трудовых отношений, Маматханов Мухаммадзокир Журабаевич назначен новым руководителем Агентства по вопросам внешней трудовой миграции. Об этом сообщает пресс-служба Агентства. До назначения Мухаммадзокир Маматханов работал начальником главного управления занятости Наманганской области. На этом посту он сменил Бахтиера Турсунова, который возглавлял Агентство с 2018 года.  Напомним , в августе прошлого года в Ташкентском городском суде по уголовным делам был вынесен приговор в отношении директора и других руководящих работников Агентства по вопросам внешней трудовой миграции. Экс-директору Равшану Ибрагимову было назначено наказание в виде 12 лет лишения свободы за мошенничество в особо крупном размере и дачу взятки в особо крупном размере. ",[],"[0.0, 0.0]",0,1,New Head of External Labour Migration Agency appointed,[]
320,Назначена новый посол Израиля в Узбекистане,4,https://uznews.uz/posts/12696,"Зехавит Бен-Гилель назначена послом Израиля в Узбекистане, пишет ИА «Дунё». До назначения она возглавляла отдел по связям с общественностью МИД Израиля. На данном посту она сменит Эдуарда Шапиру, который 28 февраля 2018 года вручил верительные грамоты президенту Узбекистана. Зехавит Бен-Гилель также занимала различные дипломатические должности в МИД.  Владеет английским, испанским и немецким языками. ","['Если до этого была по связям с общественностью, то должно быть, самая красивая.', 'Посол трансвестит какой-то ']","[0.53060764, 0.46939236]",0,1,New Ambassador of Israel to Uzbekistan appointed,"'If you've been in public relations before, it must be the most beautiful.' 'The ambassador is a transvestite of some kind']"
321,Амрилло Иноятов назначен замсоветника президента,26,https://uznews.uz/posts/12761,"Амрилло Шодиевич Иноятов стал заместителем советника президента Узбекистана по вопросам молодежи, науки, образования, здравоохранения, культуры и спорта, сообщает УзА. До своего назначения А. Иноятов работал ректором Бухарского государственного медицинского института имени Абу Али ибн Сины. Он также является доктором медицинских наук. На данном посту он сменил Алишера Саъдуллаева, который возглавил Агентство по делам молодежи, созданное вместо Союза молодежи.","['@Inoyat Rustamov. Ты вообще понимаешь что пишешь? Please, make sure that you learn the terms like “fair competition”, “oligopoly” and so on. And one more thing, do you know why the majority of European countries are doing well in contrast to the countries of SNG? That’s because there exists meritocracy. Maybe you are related to the guy in this article? Anyways, I don’t care since you are rooted idiot. ', 'Inoyat Rustamov17 июля, 14:42, это не люди злые, это жизнь такая. А делают ее таковой верхушка, которая в первую очередь заботится о свое благоустройстве и благополучии, а для народа в из длинном списке, места не находится, как не крути.', 'Наверно, зубы всем уже вылечили, избыток специалистов, а глянешь на улице-и падаешь-один зуб нормально полечить-до миллиона доходит ! Может, на этом посту этим будет заниматься ?', 'Почему люди стали такими злыми? Честно не понимаю. Другую слову как ""Диванный критик"" не могу сказать (Критикуешь, предлагай!). Те люди которые не могут видеть людей, вы сами хоть чуток поднимитесь по карьере, и докажите что достойны этого. Амрилло Шодиевича лично знал очень давно. От заместителя декана до должности Ректора БухМИ путь не легкий. В первую очередь как врач, великолепный челюстно-лицевой хирург. Добиться этого не просто. Если его выбрали зам.советника Президента, значить так было нужно. Люди добрые, цените труд друг друга. (P.s. Отношение Ф.И.О. не имеет ничего общего, что вы могли подумать)', 'тупой или нет, лично мне не известно, но то что назначен на должность, такого широчайшего профиля, как говорится, меня терзают смутные сомнения..', 'Всё равно он - тупой. Его подметут, а он этого не понимает, думаю, что он такой умный и все шишки его друзья! ', 'Из-за Фамилии легко стать кем угодна правительстве ', 'По вопросам молодежи, науки, образования, здравоохранения, культуры и спорта, космоса,\nсоциологии, внеземных цивилизаций, стратегических инициатив, вопросов без ответов, ответов без вопросов, двойных прыжков в ширину и кулинарии.']","[0.5079661, 0.4920339]",0,2,Amrillo Inoyatov has been appointed deputy adviser to the President,['@Inoyat Rustamov. Do you understand what you're writing?
322,Назначен первый замминистра здравоохранения,2,https://uznews.uz/posts/12811,"Постановлением президента Шавката Мирзиёева от 15 июля первым заместителем министра здравоохранения назначен Абдухаким Муминович Хаджибаев, сообщила пресс-служба Минздрава. Информация о назначении была озвучена также на совещании по ситуации с коронавирусом в Ташкенте и Ташкентской области, которая состоялась под председательством президента в среду. Абдухаким Хаджибаев, 1951 года рождения, до этого назначения работал заместителем министра здравоохранения — генеральным директором Республиканского научного центра экстренной медицинской помощи. ","['Ребята, теперь заживём по-новому!!!']","[0.9106487, 0.08935127]",0,1,First Deputy Minister of Health appointed,"'You guys, we're gonna get over it! '"
323,Назначена директор Общественного фонда поддержки и развития национальных масс-медиа,38,https://uznews.uz/posts/12900,"Александра Колесниченко назначена директором Общественного фонда поддержки и развития национальных масс-медиа, сообщает пресс-служба Фонда. До назначения она работала начальником отдела мониторинга развития информационной сферы в Агентстве информации и массовых коммуникаций при Администрации президента Узбекистана. На данном посту Александра Колесниченко сменила Хушнудбека Худайбердиева, который стал заместителем генерального директора национального информационного агентства Узбекистана.","['Если честно, то я не против не неё. Она такая секси. Я тоже дал бы ей такую должность, может даже и получше. Кроме этого, мне приятно, что в гос. структурах русские (они-то поумнее наших узбеков - «любая бизнес хороша»), хотя я сам узбек, еврей и таджик.   ', '""Chan Ramen14 июля, 01:18\nДима Романченко, какие русские граждане? В Узбекистане могут быть только узбекские граждане, русские граждане в РФ. Или русские граждане в Узбекистане в интересах РФ работают, тогда это считается изменой. Какой бы национальности не был, в Узбекском правительстве и госструктурах могут работать только узбекские граждане, свободно владеющие гос.языком, т.е. узбекским. Сколько Вы знаете лиц узбекской национальности в правительстве или госструктурах РФ, к тому же не знающих русский язык?"" А маразм крепчал. Поберегите себя.', 'Дима Романченко, какие русские граждане? В Узбекистане могут быть только узбекские граждане, русские граждане в РФ. Или русские граждане в Узбекистане в интересах РФ работают, тогда это считается изменой. Какой бы национальности не был, в Узбекском правительстве и госструктурах могут работать  только узбекские граждане, свободно владеющие гос.языком, т.е. узбекским. Сколько Вы знаете лиц узбекской национальности в правительстве или госструктурах РФ, к тому же не знающих русский язык?', 'кахлы уже начали и Среднюю Азию занимать своими дырками, Кахляндию про.бали!', 'зачем если такие как Дима Романченко, весь рынок своим ртом занял ! бублик', 'Воообо видимо ты свойм ртом много заработал??', 'Кто про рот пишет и ещё что то,они показывают свой уровень интеллекта и воспитанности!не надо обращать внимания!ничего таким не докажешь,зависть и злость их лучшие друзья!', 'Хорошо!только в шортах не ходи и с собакой,а то некоторые неправильно поймут.', 'ну с таким широким ртом, как не занять !', 'На оборот нужно гордиться что наши русские граждане в узбекистане так поднимаються']","[0.18834399, 0.811656]",0,1,Appointed Director of the Public Fund for National Media Support and Development,"If I'm honest, I'm not against her. She's so sexy. I'd give her that job, maybe even better. Besides, I'm glad that there's only Uzbek citizens in Uzbekistan, Russian citizens in the Russian Federation, or Russian citizens in Uzbekistan working for the Russian Federation, then it's considered treason. Whatever nationality is involved in the Uzbek government and state structures, only Uzbek citizens who are fluent in public language, i.e. Uzbek. How"
324,Назначены заместители директора Агентства по делам молодежи,6,https://uznews.uz/posts/12959,"Согласно постановлению правительства от 10 июля, Ашуров Сарвар Ганиевич назначен на должность первого заместителя директора Агентства по делам молодежи. До назначения он работал заместителем руководителя секретариата Кабинета министров по вопросам поддержки махалли, семьи и молодежи, культуры, духовности и общественных организаций. Каттаханова Дилнозахон Собир кизи назначена на должность заместителя директора Агентства по делам молодежи. До этого она занимала должность заместителя председателя Центрального Совета Союза молодежи. ","['Мдаааа', 'Что и зачем эти посты,какую задачу решают?']","[0.9020226, 0.09797737]",0,2,Deputy Directors of the Youth Agency appointed,'Mdaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
325,Алишер Саъдуллаев освобожден от должности первого замсоветника президента,4,https://uznews.uz/posts/12999,"Согласно указу президента от 10 июля, Саъдуллаев Алишер Зафар угли назначен директором Агентства по делам молодежи. В связи с новым назначением он освобожден от должности первого заместителя советника президента по вопросам молодежи, науки, образования, здравоохранения и спорта. Напомним, Агентство по делам молодежи было создано 30 июня текущего года. В задачи Агентства входят нормотворческая, воспитательная и просветительская работа, защита прав молодежи, оказание ей содействия в получении зарубежного образования, трудоустройстве и ведении бизнеса. ","['Shisui Uchiha, я не знаю про него ничего,  расскажите подробнее. ', 'Мы же все знаем почему ему на право и на лево раздают должности))))']","[0.8200361, 0.1799639]",0,2,Alisher Sádullaev is relieved of his duties as First Deputy to the President.,"['Shisui Uchiha, I don't know anything about him, tell me more about him.' 'We all know why he's on the right and on the left).']]"
326,Назначены первый зампредседателя Госкомстата и замминистра финансов,2,https://uznews.uz/posts/13010,"Согласно указу президента, Холмуродов Дилшод Ибрагимович назначен первым заместителем председателя Государственного комитета статистики. До назначения он работал руководителем департамента статистики и исследований Центрального банка Узбекистана. Также, согласно документу, Абруев Жамшид Исмаилович занял должность заместителя министра финансов. До этого Жамшид Абруев работал начальником Главного управления государственного бюджета Министерства финансов. ",[],"[0.0, 0.0]",0,2,First Vice-President of the State Committee and Deputy Minister of Finance appointed,[]
327,Султанали Мехмонов возглавил Ташкентский финансовый институт,0,https://uznews.uz/posts/13373,Приказом министра высшего и среднего специального образования Узбекистана Мехмонов Султанали Умаралиевич назначен исполняющим обязанности ректора Ташкентского финансового института. Об этом сообщили в пресс-службе образовательного учреждения. С. Мехмонов также является проректором по научной работе и инновациям Ташкентского финансового института. ,[],"[0.0, 0.0]",0,0,The Sultanate of Mehmonov headed the Tashkent Financial Institute,[]
328,Назначен первый замминистра высшего и среднего специального образования Узбекистана,0,https://uznews.uz/posts/13377,"Указом президента Шавката Мирзиёева Саломов Уктам Рахимович назначен первым заместителем министра высшего и среднего специального образования Узбекистана. Об этом сообщается в Telegram-канале Министерства юстиции. Напомним , с 1 июня 2019 года У. Саломов является ректором Туринского политехнического университета в Ташкенте.",[],"[0.0, 0.0]",0,1,Appointed the first Deputy Minister of Higher and Secondary Special Education of Uzbekistan,[]
329,Назначен новый председатель Госкомгеодезкадастра,0,https://uznews.uz/posts/13384,"Указом президента Шавката Мирзиёева Турахуджаев Халилило Собиржонович назначен председателем Государственного комитета по земельным ресурсам, геодезии, картографии и государственному кадастру. Об этом сообщается в Telegram-канале Агентства госуслуг. На данном посту Х.Турахуджаев сменил Абдуллаева Абдушукура Хамидовича. До своего назначения Х. Турахуджаев работал директором Агентства государственных услуг при Министерстве юстиции Узбекистана. ",[],"[0.0, 0.0]",0,1,Appointed new Chairman of the Goskom Geodescadastra,[]
330,Феруза Махмудова стала послом Узбекистана в Израиле,6,https://uznews.uz/posts/13619,"Согласно постановлению пятого пленарного заседания Сената Олий Мажлиса, Чрезвычайным и Полномочным Послом Республики Узбекистан в Израиле назначена Махмудова Феруза Юлдашевна. До назначения Махмудова Феруза работала начальником Главного управления двустороннего сотрудничества Министерства иностранных дел. Феруза Махмудова родилась в Ташкенте, окончила Университет мировой экономики и дипломатии и Университет Эберхарда и Карла (Германия), работала на различных должностях в системе МИД, в Институте стратегических и межрегиональных исследований при президенте Республики Узбекистан. ",[],"[0.0, 0.0]",0,1,Ferusa Mahmoudov became the Ambassador of Uzbekistan to Israel,[]
331,В двух управлениях Минюста сменились начальники,0,https://uznews.uz/posts/13645,Приказом министра юстиции Давран Тохирович Алланазаров назначен на должность начальника Управления по развитию гражданско-правовых отношений. Об этом сообщили в пресс-службе Минюста. До своего назначения Д. Алланазаров работал заместителем начальника Управления экономического законодательства Министерства. Сухроб Джуракулович Юсупов назначен  на должность начальника Управления по работе с международными рейтингами и индексами. Ранее С. Юсупов занимал пост заместителя начальника Управления правовой защиты интересов Узбекистана в международных и иностранных организациях Министерства. ,[],"[0.0, 0.0]",0,1,There's been a change of bosses in the two offices of the Ministry of Justice.,[]
332,Назначен новый посол Узбекистана в Индии,0,https://uznews.uz/posts/13657,"Сегодня, 18 июня, в Дели отбыл вновь назначенный Чрезвычайный и Полномочный Посол Республики Узбекистан в Республике Индия Дилшод Ахатов. Об этом сообщает пресс-служба МИД. Ранее он занимал должности заместителя министра иностранных дел, Чрезвычайного и Полномочного Посла Узбекистана в Германии. ",[],"[0.0, 0.0]",0,1,Appointed new Ambassador of Uzbekistan to India,[]
333,Назначен глава Пенсионного фонда,6,https://uznews.uz/posts/13670,"В соответствии с постановлением Кабинета министров от 17 июня, Абдулазиз Абдулахадович Хайдаров назначен исполнительным директором Внебюджетного пенсионного фонда при Министерстве финансов. Об этом сообщает УзА. До своего назначения А. Хайдаров возглавлял Управление финансового обеспечения деятельности судебной системы, прокуратуры и государственных органов Министерства финансов. ","['Ну и морды же у всех «глав» зажравшиеся! ? даже шей не видно))) на такого посмотришь, усомнишься, что из фонда бедным пенсионерам что-то вообще достанется! ?']","[0.093225054, 0.906775]",0,1,Appointment of the Chief of the Pension Fund,"You'll see, you'll wonder if there's anything out of the fund that's going to"
334,Замсоветника президента назначен ректором нового университета в Ташкенте,6,https://uznews.uz/posts/13689,"Решением Кабинета министров от 16 июня Абдурахманов Одил Каландарович назначен ректором Ташкентского государственного университета транспорта. С апреля 2019 года Абдурахманов Одил занимал должность заместителя советника президента по вопросам развития науки, образования, здравоохранения и спорта. Также он работал первым заместителем министра высшего и среднего специального образования. Напомним, президент подписал постановление о создании Ташкентского государственного университета транспорта на базе Института железнодорожного транспорта, Ташкентского института проектирования, строительства и эксплуатации автомобильных дорог и факультета авиакосмических технологий Ташкентского государственного технического университета.",['такая паутина как заместитель этого а его зам замещает ещё кого-то. ... это хорошо проработаная коррупционная схема чтобы легче было ускользнуть ....'],"[0.9950498, 0.0049501765]",0,2,Vice-President appointed Rector of a new university in Tashkent,It's a well-developed corruption scheme to make it easier to slip away.']
335,Озодбек Назарбеков получил новую должность,14,https://uznews.uz/posts/13704,"Министр культуры Узбекистана Озодбек Назарбеков назначен ректором Узбекского национального института музыкального искусства имени Юнуса Раджаби. Об этом сообщили в пресс-службе Министерства культуры. Отныне министр культуры продолжит свою работу в качестве ректора. Напомним, Узбекский национальный институт музыкального искусства имени Юнуса Раджаби создан в форме высшего учебного заведения на базе факультета узбекского искусства маком Узбекской государственной консерватории и Узбекского государственного института искусств и культуры. ","['Баран он и а Африке баран', 'Наше правительство просто дебилы что ещё сказать']","[0.0068362635, 0.9931637]",0,0,Ozodbek Nazarbekov has received a new position,"['Baran's and Africa's baran', 'Our government is just morons what else to say']"
336,Камолиддин Уринбаев назначен ректором Государственной консерватории,2,https://uznews.uz/posts/13705,"Заслуженный артист Узбекистана, художественный руководитель и дирижер Молодежного симфонического оркестра Камолиддин Уринбаев назначен ректором Государственной консерватории Узбекистана, сообщает корреспондент UzNews.uz. Камолиддин Уринбаев родился в 1985 году. Окончил Государственную консерваторию Узбекистана по двум классам – гиджак и дирижирование. В том же году поступил на дирижерский факультет Московской государственной консерватории им. П.И.Чайковского. Он является обладателем нагрудного знака «Узбекистон белгиси». В декабре 2014 года указом президента Камолиддину Уринбаеву было присуждено звание «Заслуженный артист Республики Узбекистан». ",['Молодец ?... Красавчик ?'],"[0.8604387, 0.13956133]",0,1,Kamoliddin Urinbaev appointed President of the State Conservatory,['Good boy?... handsome? ']
337,Назначен новый директор Республиканского центра образования,4,https://uznews.uz/posts/13708,"В соответствии с приказом Министра народного образования, Шухрат Сатторов назначен директором Республиканского центра образования при Министерстве народного образования Узбекистана. Об этом сообщается на сайте Министерства. До своего назначения с февраля текущего года Ш. Сатторов занимал пост заместителя директора Республиканского центра образования. На данном посту он сменил Хикматиллу Даминова, ставшего директором Государственной специализированной общеобразовательной школы по филологии. В 2004-2008 годах Ш.Сатторов обучался на факультете «Международная журналистика» Узбекского государственного университета мировых языков и в 2008-2009 годах — на факультете «Массовые коммуникации и журналистика» Университета Пуна (Индия). В 2018-2020 годах обучался по направлению «Государство, бизнес и предпринимательства» южнокорейского Университета Ёнсе. ",['Какая мишка к нам пришла! ))))'],"[0.037293114, 0.96270686]",0,1,Appointed new director of the Republican Education Centre,('What bear has come to us! )')
338,В руководящем составе Минобороны произведены новые назначения,0,https://uznews.uz/posts/13712,"По сообщению пресс-службы Минобороны, полковник Нарбаев Алишер Тухтаевич назначен заместителем министра обороны Республики Узбекистан по вооружению и оснащению. До этого назначения он был начальником артиллерийского отдела Генерального штаба Вооруженных сил Республики Узбекистан - командующим артиллерией. Полковник Базарбаев Заирджан Гулимматович назначен заместителем министра обороны Республики Узбекистан по управлению материально-техническим обеспечением. До назначения он занимал должность начальника Главного управления материально-технического обеспечения Минобороны. Полковник Шерматов Фарходжон Ортикович назначен командующим войсками Северо-Западного военного округа. До этого он возглавлял Главное управление кадрами Министерства обороны. Полковник Хамраев Абдулла Адхамович назначен руководителем Высшего военного авиационного училища Республики Узбекистан. До назначения он занимал должность командира одного из подразделений войск ПВО и ВВС. ",[],"[0.0, 0.0]",0,0,New appointments have been made in the leadership of the Ministry of Defence,[]
339,Президент назначил первого замминистра народного образования,0,https://uznews.uz/posts/13787,"12 июня президент Узбекистана Шавкат Мирзиёев подписал постановление о назначении первого заместителя Министра народного образования Узбекистана. Согласно документу, им стал Шарифходжаев Усман Улфатович. Об этом сообщили в пресс-службе Министерства. До своего назначения У. Шарифходжаев занимал пост заведующего сектором образования Администрации президента Узбекистана. На данном посту У. Шарифходжаев сменил Алишера Умарова, который в феврале 2020 года был назначен ректором Ташкентского государственного педагогического университета. ",[],"[0.0, 0.0]",0,2,The President appointed the first Deputy Minister of Education,[]
340,Назначен пресс-секретарь Агентства по защите прав потребителей,10,https://uznews.uz/posts/13808,"Согласно заключению Агентства информации и массовых коммуникаций при Администрации президента, на должность пресс-секретаря — советника по вопросам информационной политики директора Агентства по защите прав потребителей при Антимонопольном комитете назначена Тагаева Мохрухсор Алиевна. Об этом сообщили в пресс-службе Агентства. Тагаева М. окончила факультет международной журналистики Узбекского государственного университета мировых языков. С 2010 начинала свою трудовую деятельность на телеканале «NTT» редактором PR программ. С 2012 по 2019 г. она была редактором информационных программ Бухарской телерадиокомпании. С 2019 по 2020 г. занимала должность редактора телеканала «Оилавий» Национальной телерадиокомпании Узбекистана. ","['Допустим назначили и какая польза от этого комитета простому Узбекистанцу? зачем вообщем об этом даже писать ? видимо журналистам ""УзНювс"" больше не было стоющий статьи вот и решили ""рассмешить"" народ', 'А у нас есть такое агентство??? ))))) Что то не заметно))', 'Чей-то родственник.']","[0.62829405, 0.37170598]",0,2,Appointed Spokesperson for the Consumer Protection Agency,"""Of course, there's no reason to even write about it."" ""Somebody's relative."""
